text,description,parent_asin,review_title,verified_purchase,rating,product_title,id
beautiful,"['This vinyl monogram decal look great on any smooth, hard, non-porous surface such as car windows, cell phones, laptops, tablets, water bottles, etc', 'Example of all initials is shown in a photo above.', 'Please type initials in the order they will appear on decal. Usually First, Last, Middle name order. I cannot replace or refund for incorrect initials given on your order. All items are made to order. Therefore, I do not offer refunds or exchanges.', 'This is for 1 decal. Monogram size on tumbler pictured is 3 inches. Tumbler is not included.', 'Size is the width of the decal. The height will vary slightly based on letters.', 'If applying to tumblers - please allow 24 hours before using to let the decal ""cure."" Wash gently by hand. If applying to phone - decals may start to peel at edges over time if handled often.']",B0160DCSQ4,love it,True,5.0,"Monogram Decal in Vine Font - Solid and Glitter Color Options - for cup, tumbler, car, laptop",2019
"This ring is perfect!  I bought it with my daughter's name and paired it with a red ""ruby"" stackable ring and I absolutely love it!  I love the hand stamped letters and how it turned out!  Super lightweight and exactly what I was looking for!!  Thank you so much!!","[""Artist hand made  .925 Sterling Silver tiny silver band (1.3mm) is handstamped with 'teeny and tiny' letters. *Individual ring - for multiple ring please add one item, go back and add 2nd *  **important, please double check on size and spelling of the names""]",B074R7BSN2,Perfect,True,5.0,Teeny Tiny Stacking Sterling Silver Ring By Hannah Design Personalized Ring,25616
"Very lovely earrings, but take warning that they will fall out. I lost one the first time I wore them.","['Handmade U Shape Upside Down Dangle Earrings', ""** Hard wire threader earrings featuring a elliptical design in solid 925 sterling silver** Each end of the earrings is polished to be smooth and safe to your ears** Be gentle with this earring; It's soft and flimsy silver wire, easy to bent**One side is long and the other is short, which helps the earrings stay on your ears better""]",B09TSHG1Q4,Lost an earring on my first wear.,True,4.0,"Pull Through Earrings Sterling Silver Wire Loop Threader Hoops Earrings, 18 Gauge (1.0mm)",72179
"Product was just what I wanted.  The colors, cut and delivery of the decal was perfect.  I've already order a second one.","[""This vinyl wall decal is the perfect addition to any home. It would also be perfect to put in your living room, dining room or even sitting area! This wall decal has a matte finish and looks like it's painted wall decor after applying. Works on smooth and lightly textured walls only. Peel & Stick construction makes this wall decal very easy to install. Color chart and policies are shown above. All colors in chart are available but may not show in color drop down menu. If you would like a color not in the menu, just contact us. All of our wall decals are removable for up to 2 years but not reusable. Check out the Sticky Wall Vinyl store to see hundreds of handmade vinyl wall decals that are a perfect way to decorate your home or give them as a Christmas gift! COLORS: You may choose a color for the initial and another one for the name with established date. **wide= left to right **high = top to bottom ** Measurements are an estimate and will change based on the personalized name. Dimensions shown in size options are the overall dimensions for all pieces of the decal when applied like in the picture. Picture shows largest size. ** IMAGE SHOWN: The image shown is an example of what this product can look like however, this is a custom product where you select the size, colors, and other variables. Please be sure to select the options that you would like for your decal when purchasing. ********** ALL ARTWORK & IMAGES ARE COPYRIGHT PROTECTED and the EXCLUSIVE PROPERTY OF STICKY WALL VINYL LLC. ANY COPYRIGHT INFRINGEMENT WILL BE REPORTED TO AMAZON AND IS SUBJECT TO PROSECUTION **********""]",B01M1LBZ53,This is a great product.,True,5.0,Custom Family Name Wall Decal - Personalized Name Wall Sticker - Custom Name Wall Sign - Monogram Stencil,15650
beautiful print. fast shipping. as described,"['This is an upcycled print printed on an old dictionary page. We take old books about to be destroyed and upcycle them in order to give them new life. The aging, slightly-yellowed page is carefully removed, and the image is printed directly on the recycled paper. The result is a unique and absolutely beautiful print suitable for framing. These prints are definite conversation-starters and look just gorgeous while hanging on the wall. The pages are approximately 8.5 x 11 in size, with a very slight variation. No two are exactly the same, but all will fit nicely in an 8.5 x 11 frame. You will not get the exact dictionary page shown in the image, but you will get a print from the same book. Every piece is original. ***Frame is not included****. You will receive just the print. These vintage book prints make awesome, unique gifts and are environmentally responsible. All prints are shipped flat in rigid, stay-flat mailers and are protected in plastic sleeves.']",B01M65XM5D,Love this,True,5.0,Robin In Holly Holiday Art Print Beautifully Upcycled Dictionary Page Book Art Print,98502
Love this! My 15-year-old daughter has it hanging in her room. Great price and great quality,['Vintage Rock Wall Collage Kit'],B0BHDJ1B1Q,Great for a teen room,True,4.0,"Rock Band Posters, Retro Music Concert Album Photo Wall Aesthetic Pictures, Vintage Room Decor, Band Posters, Vintage Rock Wall Collage Kit",77104
Put in a doctors office exam room and it looks fabulous. Great quality pieces.,['6 - 8x10 UNFRAMED Prints'],B087CC7ZCG,Great art,True,5.0,"Doctor Nurse Wall Art Decor - Medical Office Wall Decoration Set - Appreciation Gift for Physician Assistant, EMT, First Responder, RN, Physical Therapist, Chiropractor, Med Student - 8x10 Posters",58997
I loved this pendant. I purchased it for a gift. Now I want one for myself.,"['This long handmade pendant comes to you from the Cape Cod studio of award-winning artist Judith Stiles. Inspired by the reflection of the moon on the surface of the sea, it shimmers with positive energy when you wear it. Alloy metals include steel and copper that are gently hammered in the circles. Hand burnished metals for a satin matte finish. This is Judith\'s absolute FAVORITE chain because it is sturdy, but lightweight, and can be used with any pendant. Chain is 30"" LONG which creates a wonderful jazzy look with any outfit. Handmade Sterling silver long chain Gently hammered metals']",B07F3F8ZGV,"Original, Stylish Pendant",True,5.0,Long Handmade Halo Necklace Pendant-Sterling silver long chain,37649
"I love the concept from this work, I've bought the Tv Head man one and the Such Dapper one is on its way. I'm happy to say that I'm 100% pleased with this artist and will continue to collect his work :)","['This is an upcycled print printed on an old dictionary page. We take old books about to be destroyed and upcycle them in order to give them new life. The aging, slightly-yellowed page is carefully removed, and the image is printed directly on the recycled paper. The result is a unique and absolutely beautiful print suitable for framing. These prints are definite conversation-starters and look just gorgeous while hanging on the wall. The pages are approximately 8.5 x 11 in size, with a very slight variation. No two are exactly the same, but all will fit nicely in an 8.5 x 11 frame. You will not get the exact dictionary page shown in the image, but you will get a print from the same book. Every piece is original. ***Frame is not included****. You will receive just the print. These vintage book prints make awesome, unique gifts and are environmentally responsible. All prints are shipped flat in rigid, stay-flat mailers and are protected in plastic sleeves.']",B019BZ2V10,Absolutely amazing!,True,5.0,The Great Wave Off Kanagawa Awesome Upcycled Japanese Tidal Wave Vintage Dictionary Page Book Art Print Hokusai,87784
Exactly what I was looking for,"['Sterling silver seamless nose hoop. Pick your gauge size and diameter for a perfect and comfortable custom fit. This hoop can be worn in various different piercings and is great for all types of piercings including ears, cartilage, helix and tragus.']",B01B8TAYAM,"24G hoop, dainty and slender. Exactly what I wanted. True to size and ordered another as a back up, very thin metal.",True,5.0,Nose Hoop Ring Cartilage Earring Sterling Silver 24g 22g 21g 20g 18g 6mm 7mm 8mm 9mm 10mm,89323
Great stocking gift for your significant other 💕 Mine loved it! Came right on time for Christmas!,"['You & Me Pair Puzzle Piece Laser Cut Wood Ornaments Comes with 2 [Christmas, Holiday, Love, Anniversary, Personalized Gifts, Custom Message, Stocking Stuffers]']",B01LWSM0VP,Highly recommend,True,5.0,"You And Me Puzzle Piece Wood Ornament Pair for Wedding Anniversary, Holiday [Personalized Name Love Ornament, Christmas Gift for Mom, Dad, Husband, Couple, Made in the USA]",14839
"This is a very tiny tea cozy. It is supposed to fit a 6 cup pot. It doesn’t. If you try to tie it on, the whole lid and most of the area around the spout and handle are totally exposed. Where I live at high altitude, that is totally unacceptable because things cool down much more quickly than they do at sea level. It’s nicely made, but very small.","[""This attractive 6 Cup Reversible Tea Cozy has an extra thick insulated lining to keep your tea warm. It's a medium sized cozy, with a fabric padded bottom and elastic top casting for easy on and off, with a slot on either side for handle and spout. This makes the pot accessible without taking the cozy off. This cozy is a high quality hand made product, Made from washable fabric; machine wash on delicate cycle in cold water; dry in machine, and remove promptly to avoid pressing. Thank-you!!!""]",B01JD3H124,Too small for a 6 cup tea pot.,True,2.0,Pretty Field of Flowers 6 Cup Reversible Tea Pot Cozy,13696
Thank you for making such a great piece for my husband.,"[""Aegishjalmur is an ancient protective talisman of the Norse ---but the true nature of its magic has many interpretations. In icelandic sagas it can be found to confer power and dominance in conflict. Aegishalmur instill fear in one's enemies and to conquer fear in one's own mind. Aegishjalmur contains two numerical patterns, 3 and 8, that were sacred to the Northern tradition. And multiples like 24, the number of runes in the elder futhark, or runic alphabet. But its most prominent feature is the rune Elhaz. Elhaz can be used by itself for protection of a person, place or thing. It can create a sacred space or scatter negative energy, people or groups. Elhaz protects, links us to guardianship, a sovereign right to exist, for our time here. The rune is shaped like someone with outstretched hands to the heavens. In the Aegishjalmur, Elhaz is also contained 8 times not only at the ends of each spoke, but 8 times hidden in the spokes themselves. Truly a defense in depth, in other ways as well. Comes with 22 inches long chain.""]",B0BZ1426LV,AWESOME!,True,5.0,Baldur Jewelry - Ancient Aegishjalmur Helm of Awe Viking Norse Protection Necklace Pendant Amulet - Talisman Necklace Protection - Viking Jewelry Gift - Viking Protection Pendant - 925 Silver Sterling,80060
Im only allergic to fake jewlery. I had a reaction after using this nose ring. So disappointed.,"[""This is my thinnest most delicate piece of body jewelry for your nose. This adjustable nose ring is made in Rose Gold filled metal material. Because it's thin you have to be gentle, it could bend."", 'Slightly adjustable nose hoop easy to take on and off with a simple twist moving up and down. ""Feeds"" through the nose and has a ""stopper"" flat piece that keeps it in place inside the nostril.', 'Made with 24g sturdy but delicate wire material. Hoop size 7mm to 9mm depending on your nose size.. this hoop could be the snug tiny hoop you are looking for.', 'These nose rings color will never come off, fade or chip. You can wear this all times of day and even in the shower without ever having to take it off!']",B079HYW2RM,Not real Gold,True,1.0,24G Rose Gold Nose Ring Hoop | Slightly Adjustable Delicate Micro Thin Piercing Jewelry | 24 Gauge 7 mm - 9 mm for Women,32787
Kids love them,"['Name Puzzles with Mixed Case Raised Letters are', 'highly recommended by early childhood and kindergarten teachers', '.They are colorful, fun, educational and make fantastic gifts. They teach children how they will be taught in school to print their name .', 'All letters, upper and lower case, pass the CPSC choke tube test. ""Holes"" (like in an ""O"") are not cut out. They are just not painted.', 'We use a durable, child safe paint and three clear coats of finish on all puzzles. We do not use a mineral oil based finish. Puzzles sizes are are 4.25"" wide and 12"" - 24"" long and 1/2"" thick mdf. Letters are 1/4"" thick and are NOT intended for teething.', 'Replacement letters are available in our Amazon Store']",B01FKQKGY8,Kool names colors,True,5.0,Personalized Name Puzzle by J and P Wood Products,10789
Was given as a Christmas gift. She loves it.,"['This long handmade pendant comes to you from the Cape Cod studio of award-winning artist Judith Stiles. Inspired by the reflection of the moon on the surface of the sea, it shimmers with positive energy when you wear it. Alloy metals include steel and copper that are gently hammered in the circles. Hand burnished metals for a satin matte finish. This is Judith\'s absolute FAVORITE chain because it is sturdy, but lightweight, and can be used with any pendant. Chain is 30"" LONG which creates a wonderful jazzy look with any outfit. Handmade Sterling silver long chain Gently hammered metals']",B07F3F8ZGV,Beautiful gift,True,5.0,Long Handmade Halo Necklace Pendant-Sterling silver long chain,37688
Great personal gift,"['item details:', ""This docking station is compatible with all cell phones including iPhone X, iPhone 8, iPhone 8 plus, all kind of iPhones and all Android phones. Moreover it's compatible with iPad and all kinds of tablet."", ""The item's color shown is WALNUT. There are 8 different colors available for this item: Cherry, Mahogany, Neutral (Beech), Ebony, Teak, Rosewood, Walnut, Slate Grey."", 'This docking station is a great solution to keep all your daily items organized and easy to find. It was designed to keep your smartphone, your tablet, keys, watch, glasses, wallet. Everything is organized in a series of spaces specifically designed.', '- PERSONALIZATIONS-', 'To require your personalizations (color, font style, name) click on SELECT OPTION', '- Choose the Docking Station Color', '- Choose between the two fonts (see the 4th picture as reference).', '- Write the NAME you want to engrave on the Docking Station', 'Please note that if you DO NOT choose the font style I WILL use the Picture N1 of this offering and NOTE that if you DO NOT CHOOSE the name I WILL NOT engrave the Docking Station.', 'The engraved text has a good quality and visibility with each colors.', '- PRODUCT DETAILS -', 'This docking station is composed by 2 plywood bars each of 19 cm x 19 cm (7,5"" x 7,5"")', 'Please note that the accessories shown are not included.', '- SHIPPING -', 'Two shipping methods available:', '- STANDARD SHIPPING:', 'Registered Mail Letter', 'Carrier: Post Office', 'Delivery Time: 12-16 business days approximately', 'Signature required for delivery', '- EXPEDITED:', 'Express pack UPS Saver', 'Carrier: UPS', 'Delivery time: 3-5 business days approximately', 'Signature required for delivery', '- CONTACTS -', ""For further information don't hesitate to contact us and we'll be glad to answer you as soon as possible."", 'See you soon!', 'GretaOto Design']",B071NNLLJ8,Very nice organizer,True,5.0,"Gift for Him, Personalized Gift, Docking Station, Charging Station, Phone Dock, Cell Phone Stand, Desk Organizer, Engraved Docking Station",22672
"Me encanto,  es exactamente lo que pedi",['View an instant font preview / proof of your name here namesigns.font.page/Lav Our customized wooden name signs are created by top quality 1/2 inch baltic birch plywood or 1/2 Inch MDF. All signs are custom cut and sanded and ready for paint as soon as received. Please contact us if you would like to see a preview of your sign. All Signs come unpainted. All Dots and punctuation will be attached. Signs over 46 inches will be done in 2 pieces to allow for handling.'],B09TJNL15Z,Tal cual lo pedi,False,5.0,"Personalized Custom Wood Name Sign, Nursery Name Sign, Family Name Signs, Choice of Size & Fonts!",71927
Really love my new necklace from Hawaii.  It is adorable.  I even wear it with pearl earrings.,"['Please enter a single letter initial by clicking the ""Customize"" button to personalize the necklace']",B0BFJWQ4YX,Five Stars,True,5.0,"YInahawaii Handmade turquoise bay blue sea glass necklace,starfish charm,Natural pearl, December Birthstone "", (Hawaii Gift Wrapped, Customizable Gift Message)",76324
The print quality was fantastic and they arrived quickly and in great condition.,['4 - 8x10 UNFRAMED Prints'],B081CN7H4C,So cute!!!,True,5.0,Pinup Girl Vintage Bathroom Wall Decor - Pin Up Wall Art - Funny Bathroom Quotes - Wash Your Hands You Filthy Animal Sign - Better Late Than Ugly - Bath Wall Decor - Restroom Decorations - 4 Print Set,55072
Bow doesn't come as pictured. The band was a pantyhose-like wrap. The bow and heart on the shirt is two different colors.,"['**THE GOLD SEQUIN HANGER IS NO LONGER AVAILABLE FOR PURCHASE*** The quality of our prints are beyond amazing! This top is printed in a sparkly (non-shedding) glitter that will withstand many wears and washes. We use only the best quality for our customers. Bodysuit short sleeve or long sleeve: Interlock Knit, 5.4 Oz 65% Polyester, 35% Cotton. Short Sleeve Tee Shirt with Scallop Trim Interlock Knit 5.4 Oz 65% Polyester, 35%Cotton. Washing Instructions: We suggest washing all our items in cold water and laying them flat to dry or drying on a low heat setting. We love to help bring your vision to reality. We do accept special orders and custom requests. We would be happy to help you. Please reach out to us via Amazon messages and we will reply to you within 24 hours. We have a super speedy handmade production time of 1-3 business days. If you are in a rush feel free to reach out to us to see if we can make your item in time for your event. We love to accommodate our customers. We love to celebrate all occasions with our customers. All items are handmade by Moms for Moms, so we definitely take care in making your items because we know how special your children’s occasions are. Please check out our amazon shop for more customized items for both boys and girls of all ages.']",B07CP1SC1Q,Not what was expected,True,1.0,Personalized Coming Home Outfit Baby Girl Clothes Take Home Outfit Personalized Name Shirt Baby Girl Shirt Personalized Baby Shower Gift,35560
WOW! I love my purchase.<br />I got two understated 1968 pennies as an anniversary gift.<br />Delivery was perfect also,"['This listing is for 2 penny keychains (so selecting 1 quantity from the drop down menu to the right means you will get 2 penny keychains). These are a great gift for you and your significant other! You can choose the year of the penny for when you first met or got married or any year of significance to you. This listing is for a total of 3 characters stamped on each penny. For example: R&R and the heart around the year. If you\'d like a ""&"" stamped between the initials be sure to enter that between your initials. Please note: I don\'t have a ""plus"" sign stamp, so if you leave a note with a ""+"" between the initials, I will stamp it with a ""&"". And all dashes (-) and slashes (/) will be stamped with a dot (·) centered from top to bottom. I also don\'t have any lower case letters. So they will be stamped upper case like it is shown in the photo. And if needed, for space when stamping the date to the left of the heart around the year I will remove the place holding zeros before the month and day. Pennies are made of copper and will age naturally over time to an antique color.']",B06Y23YK73,Love this sentimental gift!,True,5.0,"Custom Hand Stamped 2 Personalized Penny Keychains, Anniversary Gift, Husband Wife Key Chain, Boyfriend Girlfriend Gift, Customized Couples Keychains",21672
I added a white matted frame and it’s perfect.,"['Frame Not Included: Your High-Quality Photo Art Print Selections are Shipped Unframed, Carefully Packaged and Delivered Safely for Your Enjoyment. Give Any Wall in Any Room Some Character and Personality']",B085NXSF6P,It’s beautiful!,True,5.0,"Motivational Wall Art Office Decor for Men & Women: ""Do You Suppose She's a Wildflower"" 8x10 Inspirational, Motivational Poster & Positive Affirmations Wall Decor for Kids",58357
I absolutely love it. What a clever idea. My mom wants to get one for my dad now. I highly recommend it for someone you love I absolutely love it. What a clever idea. My mom wants to get one for my dad now. I highly recommend it for someone you love.❤️,['Personalized Record Song Lyrics Print.'],B0841BJRVM,Perfect,True,5.0,Personalized Record Print Personalized Vinyl Record Song Lyrics Frame Our Song Custom Song Lyrics Framed Print Anniversary Gift for Him,57251
Great fit & quality. Enjoyed the fact picture of product and what I received was identical. Nice packaging.,"[""Eagles are a symbol of strength and heritage, so the bracelet captures the meaning and importance of birds in every culture. It is an excellent choice for Harley riders with its durable constructions and magnetic clasp. The Alaskan hematite completes the strength properties of this bracelet by absorbing negative energy and is said to have a calming effect. This bracelet is a great gift choice for almost any occasion. This bracelet combines the eagle's power with hematite to absorb negative energy. Choose from brown, black, or a combo (one of each).""]",B01I2E4ZDS,Five Stars,True,5.0,Eagle Wing Feather Wire Wrapped Vintage Genuine Leather 3 Strand Unisex Bracelet Magnetic Clasp Hematite Riders Wristband by Ezina Designs (Black and Silver),12677
"This is a well-made, gorgeous bracelet!  It says it's an eagle's wing, but it looks more like an angel's wing.  I love it regardless.","[""Eagles are a symbol of strength and heritage, so the bracelet captures the meaning and importance of birds in every culture. It is an excellent choice for Harley riders with its durable constructions and magnetic clasp. The Alaskan hematite completes the strength properties of this bracelet by absorbing negative energy and is said to have a calming effect. This bracelet is a great gift choice for almost any occasion. This bracelet combines the eagle's power with hematite to absorb negative energy. Choose from brown, black, or a combo (one of each).""]",B01I2E4ZDS,Pretty,False,5.0,Eagle Wing Feather Wire Wrapped Vintage Genuine Leather 3 Strand Unisex Bracelet Magnetic Clasp Hematite Riders Wristband by Ezina Designs (Black and Silver),12689
Earrings looked beautiful! The only thing I didn't like was that the gift wrapped box it came in was all squished.,"[""Aloha! This jewelry reflects my love for our beautiful islands of Hawaii and brings forth our Hawaii Aloha Spirit. Aloha Prices are available each month. If you can't find what you are looking for, try searching yinahawaii April Birthstone or yinahawaii red or yinahawaii turtle, etc.  Jewelry will be made to order directly from Hawaii. Items that are available for Prime will be fulfilled faster from the mainland warehouse.  I normally make the necklaces with a tarnish resistant silver chain at around 20 inches long with a lobster claw catch. If you prefer a different length, please contact me first, I’d be happy to customize it for you. The earrings will come with standard silver French hooks. Lever Backs, Shepherds' hooks, Stainless Steel, stud or even Clip-ons are also available upon request. Leather Cord designs are handmade with Antique Brown leather cord, which is adjustable ranging about 18-30 inches. Bangle bracelets are standard 70mm in diameters. All chain style bracelets are adjustable in size. This handmade in Hawaii jewelry gift is from cultured sea glass that is specially formed into its shape for jewelry making. Each comes with a gift box with Handmade by yinahawaii stamp, an Aloha card and a white ribbon wrapped as shown in the 2nd photo, ready to give as a gift. Please see the 3rd photo for its actual and relative size.There are matching necklaces, earrings and bracelets in my collections.""]",B01N9DX6Q0,"Great gift, but you may want to gift wrap it yourself.",True,5.0,"Yinahawaii Handmade Sea Glass Earrings, Hawaiian Jewelry Handmade Earrings, Wire Turquoise Earrings Blue Earrings, Seaglass Jewelry For Women Birthday Gift For Women (December Birthstone Jewelry)",19151
They’re nice rings but tbh it’s very difficult to read names because the ring is so tiny,"[""Artist hand made  .925 Sterling Silver tiny silver band (1.3mm) is handstamped with 'teeny and tiny' letters. *Individual ring - for multiple ring please add one item, go back and add 2nd *  **important, please double check on size and spelling of the names""]",B074R7BSN2,Small,True,2.0,Teeny Tiny Stacking Sterling Silver Ring By Hannah Design Personalized Ring,25372
It was well printed and very cute,['8x10 UNFRAMED Prints'],B07R3QQBRM,Love it,True,5.0,"Zodiac Signs Unframed Wall Art Print - Home Decor, Wall Decoration for Bedroom, Living Room, Bathroom - Unique Gift For Astrology, Astronomy, NASA, Space, Asa Smith Fans – UNFRAMED 8x10 Vintage Photo",49358
So comfortable,"[""Party Casa's bestselling cotton mask is now on Amazon! Our single layer cotton gauze is thinner than double and triple layered masks making it more lightweight, breathable and comfortable. Mask fit can be adjusted by pulling ear loops to tighten material for a closer fit and a simple knot will secure the loop, or ear loops can be left untied for a looser fit. Other mask colors shown are not included and sold as separate listings. We are a female owned small business and we thank you for your support! Join our family of satisfied customers breathing easier!""]",B08QV7PHXL,Review,True,5.0,"Adult Face Mask, Breathable, Single Layer, Cotton, Lightweight, Adjustable, and Reversible (Black)",62943
I love my keychain!! You will too.,"['Personalized Birthstone Key Chain', 'ANY Name down the right side (Mom, Grandma, Etc)', 'ANY Name down the right side (Mom, Grandma, Etc)', 'Up to 12 names down the left side', 'Up to 12 names down the left side', 'One birthstone cyrstal per name', 'One birthstone cyrstal per name', 'Permanent engraving', 'Permanent engraving', 'Sturdy stainless steel', 'Sturdy stainless steel', 'Sm size 1-4 names', 'Sm size 1-4 names', 'Med size 5-8 names', 'Med size 5-8 names', 'Lrg size 9-12 names', 'Lrg size 9-12 names', 'STAINLESS STEEL WILL NEVER RUST OR TARNISH   A few notes! Every metal piece of this item is made with stainless steel. You never have to worry about it rusting or changing color. Each piece comes with a shiny mirror finish. Jewelry polishing cloths will remove minor scratches that can appear over time from normal wear.']",B01NB1EYLH,Best gift you can get or give.,True,5.0,Personalized Birthstone Key Chain Gift For Mom Grandma Gift From Grandkids,19528
Not happy with product or experience,"['This item is foil printing on Acid-Free, Heavyweight Paper and makes the perfect gift for 1st anniversary or any occasion.']",B07KR6GF9J,Wouldn’t buy again,True,1.0,"1st Anniversary Gift for Her or Him, First Dance Song",43256
"I loved the print. I put it in a frame and gave it to my son as a birthday present. He loved it.. great quality, great job",['8x10 UNFRAMED Prints'],B07ZKDYDDM,Beautiful print,True,5.0,"The Raven - Edgar Allan Poe Vintage Wall Art Decor Set - Rustic Retro Home, Apartment or Office Decoration Picture for Living Room, Bedroom - Gift for Goth and Steampunk Fans",54590
These are so nice!! Beautiful color and texture!,"['Baby Safari Animals Wall Art Prints - Nursery Decor - Set of 6-11x14 - Unframed - Watercolor', 'This set contains six baby safari animal fine art prints adorned with botanical elements, and inspirational wording. The set includes:', 'Baby Lion', 'Baby Lion', 'Baby Giraffe', 'Baby Giraffe', 'Baby Zebra', 'Baby Zebra', 'Baby Rhinoceros', 'Baby Rhinoceros', 'Baby Elephant', 'Baby Elephant', 'Baby Cheetah', 'Baby Cheetah']",B093CWYVW6,Perfect!!,True,5.0,Baby Safari Animals Wall Art Prints - Nursery Decor - Set of 6-11x14 - Unframed - Watercolor,65083
I really like that this nose ring comes in small sizes. It fits perfectly. Came in really cute packaging too.,"['Sterling silver seamless nose hoop. Pick your gauge size and diameter for a perfect and comfortable custom fit. This hoop can be worn in various different piercings and is great for all types of piercings including ears, cartilage, helix and tragus.']",B01B8TAYAM,Finally found the perfect size!,True,5.0,Nose Hoop Ring Cartilage Earring Sterling Silver 24g 22g 21g 20g 18g 6mm 7mm 8mm 9mm 10mm,89326
"Love them!  They are exactly what I wanted.  The rings have not tarnished nor lost their color.  The only thing I have noticed is the “blackened” area where the names are has come off, however, you can still see the names just fine.","['New to our product line are these nice Stainless Steel Stackable Name Rings, they are available in Matte, Shiny, Rose Gold, Gold and Coffee colors Stainless Steel. Each ring is personalized with your choice of wording and/or dates. The rings are made of Stainless Steel that will not fade, tarnish or stain your skin. Rose Gold, Gold and Coffee colors are plated over Stainless Steel. Each ring is 3mm wide, the perfect width for stacking! **LISTING IS FOR 1 RING** ( Picture shows five individual rings which are sold separately) Change Quantity to desired number of rings and add to cart separately ****INSIDE ENGRAVING NOT AVAILABLE FOR THIS RING**** ------------ORDERING INSTRUCTIONS--------------- 1. Select Quantity 2. Select Color3. Select Size 4. Enter personalization (35 characters max.) **Please note: Paint in rings is not permanent and will come out over time, length will vary depending on wear of ring. This can easily be repainted at any time using a paint marker and wiping excess with alcohol. Unfortunately, there is not a way to make it permanent in stainless steel, however the engraving (stamping) will always be there**']",B015YI5I40,Love them! They are exactly what I wanted,True,5.0,"Personalized Stackable Name Ring - Stacking Rings - Matte, Shiny, Rose Gold, Gold and Coffee Colors - 3mm Width",1850
Bought this for my friend who moved to NYC this year. I have one and she has one. She loved it and they’re so delicate and pretty!,"['These delightful little Doves are the ONLY AUTHENTIC REPLICAS OF THOSE IN THE HOME ALONE 2 MOVIE and come with a CERTIFICATE OF AUTHENTICITY and GIFT NOTE in an attractive JEWELRY STYLE GIFT BOX. Each bears the name of the artist and the copyright notice. They are approximately three inches in wingspan and two inches from beak tip to tail, the EXACT SIZE of those in the movie. A SILVERED CORD is INCLUDED but not attached. They are molded from ‘PELLUCIDA,’ our proprietary compound of resins that looks like porcelain, but unlike porcelain is very strong. They look so delicate and are as light as a feather, but they can withstand being dropped on the floor and other types of abuse. To appreciate the exquisite sculpting of these little birds, hold them up to a light. PLEASE NOTE: FOR RETURNS, SHIPPING TO YOU MAY NOT BE NOT INCLUDED']",B077ZFRZCK,Delicate,True,5.0,HOME ALONE 2 DOVES PAIR AUTHENTIC REPLICAS USA made direct from John Perry who created them for the movie,30959
Looks very pretty for my corner home office.  It was easy to put on and I'm hoping it stays on.  The only reason I gave it 4-stars is bc of the price.  I'll update review once I see how well it holds up.  Perfect option to have wall decals when I'm not able to paint the room yet.,"['► THE WALL MUST BE DRY, LIGHT, SMOOTH, CLEAN, AND FREE OF DUST. IT IS NOT SUITABLE FOR THE TOO MUCH TEXTURED WALLS Floral wall decal, peony bouquet flowers removable peel and stick wall sticker INCLUDES: ► 6 Separate cut out peonies ranging in approximate sizes of 24""/61cm to 15.7""/40cm to 14.9""/38cm ► 14 Separate leaves and leaf clusters ranging in approximate sizes of 12.5""/32cm to 10.2""/26cm to 8.6""/22cm ► Quick installation – Just peel and stick – you can easily re-position if needed. ► Cut from premium self-adhesive decal material specifically designed for home decor ► Matte finish ► Removable►We strongly recommend applying the decals 3 weeks after painting.Peel and stick wall decal material may not stick to textured, newly painted, painted with acrylic paint wall ►Green guard gold certified HP Latex print quality']",B07M7PFZXV,Looks very pretty!,True,4.0,"Murwall Floral Peonies Wall Decal, Peony Bouquet Flowers Removable Peel and Stick Wall Sticker",44268
"Took a long time to receive this, but the scent and craft of this product was superb. 100% recommend for gifting.",['Our All Natural Soy Wax Melts are Hand Poured in our home state of Maine. Our melts are scented with the maximum fragrance load possible so they smell stronger and last longer for you! We strive to offer the best price and best customer service. Some melts based on the scent palette with have a stronger throw than others. These work well with all warmer types.'],B078SWVK9Y,Smells great,True,5.0,Georgia Peach - Scented All Natural Soy Wax Melts - 6 Cube Clamshell 3.2oz Highly Scented!,31958
good,"['This listing is for one Personalized Name Vinyl Decal/Sticker 1.5""-2.5"" x 4""-8"" size will vary depending on name/letters used, up to 16 characters maximum including spaces. Text only, no images, no all CAPS in this font. Decal comes with the Honey Script Font as shown in ""Your Text"" picture. Choose from 15 colors. This is a DIE-CUT decal meaning that the background has been trimmed off. White is the background color in the picture. The background color will be the surface color you place the sticker on (or clear if you put it on a window). Endura Vinyl - 3+ year outdoor, 5+ year indoor. These Vinyl Decals will stick onto any hard smooth surface, like (Macbook, Windshield, iPad cases) and many more. Vinyl Decal comes with transfer paper so adhering to desired surface is a breeze.']",B016EGINY8,good,True,5.0,Personalized Name Vinyl Decal Sticker in Honey Script Font Choose your Color,2803
