,Unnamed: 0,isuserpublisher_hasannotations_hasmetadata_isofficial_subsetall_isdraft,licenseurl,subsetrateddeduplicated,isbestuniquearrangement,subsetdeduplicated,isbestarrangement,hascustomvideo,hascustomaudio,license,isuserstaff,subsetrated,haspaywall,isoriginal,isbestpath,haslyrics,publisher,isuserpro,israted,complexity,version,ncomments,ntracks,genres,rating,nratings,bestpath,bestarrangement,nfavorites,songlengthbars,bestuniquearrangement,groups,songlengthbeats,nannotations,grooveconsistency,artistname,songlength,scaleconsistency,nlyrics,songlengthseconds,tracks,composername,subtitle,tags,nviews,notesperbar,ntokens,nnotes,songname,title,pitchclassentropy,path_metadata,manual_labels,gpt4o,llama3-8b,llama3-70b
26,1092,bestuniquearrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,bestarrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,bestpath: /data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,isbestuniquearrangement: False,subsetdeduplicated: False,isbestarrangement: False,artistname: Misc tunes,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,subsetrated: False,haspaywall: False,isoriginal: False,isbestpath: False,haslyrics: False,isuserpro: True,israted: False,complexity: 1,version: 3.01,nfavorites: 0,ncomments: 0,publisher: ,rating: 0.0,nratings: 0,ntracks: 1,nlyrics: 0,tracks: 0,genres: ,groups: ,composername: ,tags: ,subtitle: ,songlengthbars: 48,nannotations: 4,songlengthseconds: 30.85705469369965,nviews: 2,scaleconsistency: 0.9897959183673468,songlengthbeats: 144,songlength: 34560,grooveconsistency: 0.8622685185185185,notesperbar: 4.083333333333333,ntokens: 200,nnotes: 196,songname: The French Assembly THO4.031,title: The French Assembly THO4.031,pitchclassentropy: 2.64909394656603,path: ./data/Y/S/QmYS5xh7QyoAqtp57CJEgbgQ7T4n14krv3brEvtuWvxh7C.jsonmetadata: ./metadata/5/4649612.json,NO,NO,NO,NO
27,609,bestuniquearrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,bestarrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,bestpath: /data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,isbestuniquearrangement: False,subsetdeduplicated: False,isbestarrangement: False,artistname: Misc tunes,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,subsetrated: False,haspaywall: False,isoriginal: False,isbestpath: False,haslyrics: False,isuserpro: True,israted: False,complexity: 1,version: 3.01,nfavorites: 0,ncomments: 0,publisher: ,rating: 0.0,nratings: 0,ntracks: 1,nlyrics: 0,tracks: 0,genres: ,groups: ,composername: ,tags: ,subtitle: ,songlengthbars: 36,nannotations: 3,songlengthseconds: 102.39999999716692,nviews: 4,scaleconsistency: 1.0,songlengthbeats: 68,songlength: 30720,grooveconsistency: 0.8619791666666666,notesperbar: 7.444444444444445,ntokens: 271,nnotes: 268,songname: Orange And Blue. JMT065,title: Orange And Blue. JMT065,pitchclassentropy: 2.6241966982908407,path: ./data/S/T/QmSTkt7iPcwDUPhcwaYWRtbKe5ZmWiBpHEViQxf6ZQ8Zc6.jsonmetadata: ./metadata/1/5134307.json,NO,NO,NO,NO
28,3378,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isbestuniquearrangement: False,isuserstaff: False,subsetdeduplicated: False,haspaywall: False,isoriginal: False,isbestpath: False,isbestarrangement: False,subsetrated: False,haslyrics: False,publisher: ,isuserpro: True,israted: False,groups: ,version: 3.01,ncomments: 0,complexity: 1,genres: folk,nratings: 0,ntracks: 1,nfavorites: 0,rating: 0.0,tags: ,bestpath: /data2/zachary/musescore/data/Z/R/QmZR31VGqapi4JXhV43EXk1UpaAndS6LWC92eYHSK3KvYG.mscz,bestarrangement: /data2/zachary/musescore/data/a/P/QmaP14x6rrkVW3Wwb2aL4kBW99aJ4EiYQNkZcaSw7DQX2Z.mscz,nannotations: 5,tracks: 0,songlengthbars: 45,bestuniquearrangement: /data2/zachary/musescore/data/a/P/QmaP14x6rrkVW3Wwb2aL4kBW99aJ4EiYQNkZcaSw7DQX2Z.mscz,artistname: Misc Traditional,subtitle: ,songlengthbeats: 241,composername: ,scaleconsistency: 1.0,grooveconsistency: 0.9777777777777776,nviews: 3,nlyrics: 0,songlength: 57600,songlengthseconds: 29.9999999996,notesperbar: 5.044444444444444,ntokens: 232,nnotes: 227,songname: My Darling Asleep,title: My Darling Asleep,pitchclassentropy: 2.601245021655788,path: ./data/e/1/Qme14S71ekncnE44BUxPqv7xF1Lb7LZQWrF7sWEJxyQDr7.jsonmetadata: ./metadata/6/4946650.json,NO,NO,NO,NO
29,5794,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,isbestuniquearrangement: False,subsetdeduplicated: False,isbestarrangement: False,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,subsetrated: False,haspaywall: False,isoriginal: False,isbestpath: False,haslyrics: False,artistname: Misc tunes,isuserpro: True,israted: False,complexity: 1,version: 3.01,ncomments: 0,publisher: ,rating: 0.0,nratings: 0,ntracks: 1,nlyrics: 0,tracks: 0,genres: ,groups: ,bestarrangement: /data2/zachary/musescore/data/f/5/Qmf5QQhwvkXMmNtjG8ydfNRFq5yBDvhQbfQog3n3DEQ2kC.mscz,nfavorites: 0,bestpath: /data2/zachary/musescore/data/f/5/Qmf5QQhwvkXMmNtjG8ydfNRFq5yBDvhQbfQog3n3DEQ2kC.mscz,tags: ,bestuniquearrangement: /data2/zachary/musescore/data/f/5/Qmf5QQhwvkXMmNtjG8ydfNRFq5yBDvhQbfQog3n3DEQ2kC.mscz,nannotations: 4,songlengthbars: 28,composername: ,nviews: 0,scaleconsistency: 0.9574468085106383,songlengthbeats: 100,songlengthseconds: 41.14291591739335,grooveconsistency: 0.9409722222222222,subtitle: ,songlength: 46080,notesperbar: 6.714285714285714,ntokens: 192,nnotes: 188,songname: The Duchess of Gordon's Strathspey. Roose.0359,title: The Duchess of Gordon's Strathspey. Roose.0359,pitchclassentropy: 2.5827709998003487,path: ./data/b/A/QmbAKntTKDG1jrTx7faUfTa6dKkSqjVfLqRww7pc3UKvXB.jsonmetadata: ./metadata/8/4976214.json,YES,NO,NO,NO
30,2185,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,isbestuniquearrangement: True,subsetdeduplicated: True,subsetrateddeduplicated: False,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,isbestarrangement: True,subsetrated: False,isoriginal: False,haspaywall: False,isbestpath: True,publisher: ,haslyrics: False,isuserpro: True,israted: False,complexity: 1,version: 3.01,genres: ,ncomments: 0,groups: ,ntracks: 1,nratings: 0,nfavorites: 0,rating: 0.0,songlengthbars: 22,subtitle: ,tags: ,nannotations: 4,tracks: 0,songlengthbeats: 42,composername: after Sg't. J. O'Neillmoderate,grooveconsistency: 0.8458333333333333,scaleconsistency: 1.0,artistname: Misc tunes,nviews: 2,songlength: 19200,songlengthseconds: 26.666666665970368,nlyrics: 0,notesperbar: 4.954545454545454,nnotes: 109,ntokens: 113,bestpath: /data2/zachary/musescore/data/Y/e/QmYeZd8NFuYYAndeoNzMQnxHozn5JuRRXqd3ARS6ud4a5Y.mscz,bestarrangement: /data2/zachary/musescore/data/Y/e/QmYeZd8NFuYYAndeoNzMQnxHozn5JuRRXqd3ARS6ud4a5Y.mscz,bestuniquearrangement: /data2/zachary/musescore/data/Y/e/QmYeZd8NFuYYAndeoNzMQnxHozn5JuRRXqd3ARS6ud4a5Y.mscz,songname: A Bright May Morning,title: A Bright Morning (air) 0426,pitchclassentropy: 2.6532088525646205,path: ./data/Y/e/QmYeZd8NFuYYAndeoNzMQnxHozn5JuRRXqd3ARS6ud4a5Y.jsonmetadata: ./metadata/5/4709009.json,YES,YES,YES,YES
31,972,bestuniquearrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,bestarrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,bestpath: /data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,isbestuniquearrangement: False,subsetdeduplicated: False,isbestarrangement: False,artistname: Misc tunes,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,subsetrated: False,haspaywall: False,isoriginal: False,isbestpath: False,haslyrics: False,isuserpro: True,israted: False,complexity: 1,version: 3.01,nfavorites: 0,ncomments: 0,publisher: ,rating: 0.0,nratings: 0,ntracks: 1,nlyrics: 0,tracks: 0,genres: ,groups: ,composername: ,tags: ,subtitle: ,songlengthbars: 40,nannotations: 5,songlengthseconds: 79.99999999793334,nviews: 0,scaleconsistency: 1.0,songlengthbeats: 160,songlength: 76800,grooveconsistency: 0.9625,notesperbar: 7.85,ntokens: 319,nnotes: 314,songname: Drumbshambles,title: Drumbshambles,pitchclassentropy: 2.484848006502316,path: ./data/c/7/Qmc7ZJ6E34fbLo5tkcBnvLYeXnrHVfzRQk1KbhuHHZzPJ7.jsonmetadata: ./metadata/6/4978133.json,NO,NO,NO,NO
32,4182,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isbestuniquearrangement: True,isuserstaff: False,subsetdeduplicated: True,haspaywall: False,isoriginal: False,isbestpath: False,isbestarrangement: False,subsetrated: False,haslyrics: False,publisher: ,isuserpro: True,israted: False,groups: ,version: 3.01,ncomments: 0,complexity: 1,genres: ,nratings: 0,ntracks: 1,nfavorites: 0,rating: 0.0,tags: ,bestpath: /data2/zachary/musescore/data/c/o/QmcoHVE1SwNJTx3RS7dhmpPWJwJB54LPmdCZkANptsNNqf.mscz,bestarrangement: /data2/zachary/musescore/data/c/o/QmcoHVE1SwNJTx3RS7dhmpPWJwJB54LPmdCZkANptsNNqf.mscz,nannotations: 7,tracks: 0,songlengthbars: 57,bestuniquearrangement: /data2/zachary/musescore/data/P/i/QmPieMbwXxNAUCAxhvM5pg2J2ZVdn49pezjb2ZhNuVEMWr.mscz,artistname: Misc tunes,subtitle: ,songlengthbeats: 313,composername: file ID: onmi.misc/034jockey,scaleconsistency: 0.975206611570248,grooveconsistency: 0.9241452991452992,nviews: 7,nlyrics: 0,songlength: 74880,songlengthseconds: 38.99999999948,notesperbar: 4.245614035087719,ntokens: 249,nnotes: 242,songname: The Jockey At The Fair,title: The Jockey at the Fair,pitchclassentropy: 2.8142847443312906,path: ./data/P/i/QmPieMbwXxNAUCAxhvM5pg2J2ZVdn49pezjb2ZhNuVEMWr.jsonmetadata: ./metadata/1/5043652.json,NO,NO,YES,YES
33,7393,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,isbestuniquearrangement: True,subsetdeduplicated: True,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,subsetrated: False,haspaywall: False,isoriginal: False,isbestarrangement: False,israted: False,isbestpath: False,publisher: ,rating: 0.0,nratings: 0,haslyrics: True,isuserpro: True,complexity: 0,version: 3.01,ncomments: 0,genres: classical,groups: ,nfavorites: 0,ntracks: 3,songlengthbars: 28,nannotations: 22,subtitle: ,tags: ,tracks: 0-0-0,songlengthbeats: 112,bestpath: /data2/zachary/musescore/data/c/8/Qmc8VYyhafaxsofj4AET5eZ8eE35e5XGLf1bLf11t4vJX5.mscz,grooveconsistency: 0.9702380952380952,composername: Giovanni Animuccia,artistname: Giovanni Animuccia,songlength: 53760,scaleconsistency: 0.9578947368421052,nviews: 8,nlyrics: 192,songlengthseconds: 69.99999999817709,bestarrangement: /data2/zachary/musescore/data/U/G/QmUGqqStzSApATcn9qs8iVjbWDhapZ8cgZkvTe92JWRexE.mscz,notesperbar: 6.857142857142857,nnotes: 192,ntokens: 406,bestuniquearrangement: /data2/zachary/musescore/data/V/S/QmVSet5h7iiJuxHWjubq6QFncTWaKc5Dmfnqqp8q5d4PTg.mscz,songname: Io ti lascio stolto mondo,title: Io ti lascio stolto mondo - Giovanni Animuccia,pitchclassentropy: 2.7687829745834924,path: ./data/V/S/QmVSet5h7iiJuxHWjubq6QFncTWaKc5Dmfnqqp8q5d4PTg.jsonmetadata: ./metadata/2/5763910.json,YES,YES,YES,YES
34,2128,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,bestuniquearrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,bestarrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,bestpath: /data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,isbestuniquearrangement: False,subsetdeduplicated: False,isbestarrangement: False,artistname: Misc tunes,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,subsetrated: False,haspaywall: False,isoriginal: False,isbestpath: False,haslyrics: False,isuserpro: True,israted: False,composername: ,complexity: 1,version: 3.01,nfavorites: 0,ncomments: 0,publisher: ,rating: 0.0,nratings: 0,ntracks: 1,nlyrics: 0,tracks: 0,genres: ,groups: ,tags: ,subtitle: ,songlengthbars: 24,nannotations: 1,songlengthseconds: 13.09090909073752,scaleconsistency: 0.9926470588235294,nviews: 3,songlengthbeats: 144,grooveconsistency: 0.9722222222222222,songlength: 34560,notesperbar: 5.666666666666667,ntokens: 137,nnotes: 136,songname: The Rose. Ru2.014,title: The Rose. Ru2.014,pitchclassentropy: 2.7019642076174293,path: ./data/U/d/QmUdNcahi1JbQsMvZtAhBLyWxFJU76DXcbstD7MhvdV8kp.jsonmetadata: ./metadata/8/4546575.json,NO,NO,NO,NO
35,5194,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,isbestuniquearrangement: False,subsetdeduplicated: False,isbestarrangement: False,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,subsetrated: False,haspaywall: False,isoriginal: False,isbestpath: False,haslyrics: False,artistname: Misc tunes,isuserpro: True,israted: False,complexity: 1,version: 3.01,ncomments: 0,publisher: ,rating: 0.0,nratings: 0,ntracks: 1,nlyrics: 0,tracks: 0,genres: ,groups: ,bestarrangement: /data2/zachary/musescore/data/c/L/QmcLBFDQTCvv82MPCpj3JNApyELcEVRi5bLfQhg4thek2z.mscz,nfavorites: 0,bestpath: /data2/zachary/musescore/data/c/L/QmcLBFDQTCvv82MPCpj3JNApyELcEVRi5bLfQhg4thek2z.mscz,tags: ,bestuniquearrangement: /data2/zachary/musescore/data/b/e/QmbepuERgL1U8Z879TLEmAkDdCWmjN7e2RRqQutLxdRmNm.mscz,nannotations: 3,songlengthbars: 40,composername: ,nviews: 3,scaleconsistency: 0.963963963963964,songlengthbeats: 240,songlengthseconds: 29.9999999996,grooveconsistency: 0.9722222222222222,subtitle: ,songlength: 57600,notesperbar: 5.55,ntokens: 225,nnotes: 222,songname: January Thaw,title: January Thaw,pitchclassentropy: 2.75767351322804,path: ./data/d/6/Qmd6uLtTrRojuSZ9U36SJmQDmWZtWmQPZKM9TQeqJguGAy.jsonmetadata: ./metadata/3/4864380.json,NO,NO,NO,NO
36,6334,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,isbestuniquearrangement: False,subsetdeduplicated: False,isbestarrangement: False,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,subsetrated: False,haspaywall: False,isoriginal: False,isbestpath: False,haslyrics: False,israted: False,publisher: ,rating: 0.0,nratings: 0,isuserpro: True,nlyrics: 0,ncomments: 0,groups: ,complexity: 1,version: 3.01,tags: ,nfavorites: 0,bestarrangement: /data2/zachary/musescore/data/Q/w/QmQwW8CR2dPmhRsx7MtLP8gu5nm8Dwkqm1i9nvKgFa417p.mscz,bestpath: /data2/zachary/musescore/data/Q/w/QmQwW8CR2dPmhRsx7MtLP8gu5nm8Dwkqm1i9nvKgFa417p.mscz,ntracks: 1,genres: ,bestuniquearrangement: /data2/zachary/musescore/data/Q/w/QmQwW8CR2dPmhRsx7MtLP8gu5nm8Dwkqm1i9nvKgFa417p.mscz,artistname: Misc tunes,tracks: 0,nannotations: 3,songlengthbars: 8,composername: ,nviews: 0,scaleconsistency: 1.0,songlengthbeats: 26,songlengthseconds: 12.499999999677083,grooveconsistency: 0.8958333333333334,subtitle: ,songlength: 12000,notesperbar: 4.25,ntokens: 37,nnotes: 34,songname: The Zeak Waltz,title: The Zeak Waltz,pitchclassentropy: 2.3071885761626683,path: ./data/P/8/QmP8AK5iCPYgkMCByVWVRjwuUBHvwJZCVMs2SMdiqh6DhR.jsonmetadata: ./metadata/9/4703178.json,NO,NO,NO,NO
37,3359,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isbestuniquearrangement: False,isuserstaff: False,subsetdeduplicated: False,haspaywall: False,isoriginal: False,isbestpath: False,isbestarrangement: False,subsetrated: False,haslyrics: False,publisher: ,isuserpro: True,israted: False,groups: ,version: 3.01,ncomments: 0,complexity: 1,genres: folk,nratings: 0,ntracks: 1,nfavorites: 0,rating: 0.0,tags: ,bestpath: /data2/zachary/musescore/data/X/W/QmXW9uupjVGSm39kjS4yHMdavMzT6LtcdF5hwHsSEdSXue.mscz,bestarrangement: /data2/zachary/musescore/data/X/W/QmXW9uupjVGSm39kjS4yHMdavMzT6LtcdF5hwHsSEdSXue.mscz,nannotations: 2,tracks: 0,songlengthbars: 21,bestuniquearrangement: /data2/zachary/musescore/data/X/W/QmXW9uupjVGSm39kjS4yHMdavMzT6LtcdF5hwHsSEdSXue.mscz,artistname: Misc Traditional,subtitle: ,songlengthbeats: 61,composername: Trad.,scaleconsistency: 1.0,grooveconsistency: 0.9208333333333334,nviews: 4,nlyrics: 0,songlength: 28800,songlengthseconds: 51.42842448885656,notesperbar: 3.380952380952381,ntokens: 73,nnotes: 71,songname: Ty fy Nhad - My Fathers House,title: Traditional music - Ty fy Nhad - My Fathers House,pitchclassentropy: 2.754203461298092,path: ./data/W/w/QmWwc4iN8Jm6pi9W1RrKpeYSkKEhJEmLyUo47T4U2QhWvq.jsonmetadata: ./metadata/7/4894127.json,NO,NO,NO,NO
38,6686,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,isbestuniquearrangement: False,subsetdeduplicated: False,isbestarrangement: False,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,subsetrated: False,haspaywall: False,isoriginal: False,isbestpath: False,haslyrics: False,israted: False,publisher: ,rating: 0.0,nratings: 0,isuserpro: True,nlyrics: 0,ncomments: 0,groups: ,complexity: 1,version: 3.01,tags: ,nfavorites: 0,bestarrangement: /data2/zachary/musescore/data/U/j/QmUjiJmYmpBfQWhrJH4fqnQLo1kZUtewLyzjGVyWXXU2pz.mscz,bestpath: /data2/zachary/musescore/data/U/j/QmUjiJmYmpBfQWhrJH4fqnQLo1kZUtewLyzjGVyWXXU2pz.mscz,ntracks: 1,genres: ,bestuniquearrangement: /data2/zachary/musescore/data/U/j/QmUjiJmYmpBfQWhrJH4fqnQLo1kZUtewLyzjGVyWXXU2pz.mscz,artistname: Misc tunes,tracks: 0,nannotations: 52,songlengthbars: 36,composername: ,nviews: 2,scaleconsistency: 1.0,songlengthbeats: 132,songlengthseconds: 63.24999999836604,grooveconsistency: 0.8783602150537635,subtitle: ,songlength: 60720,notesperbar: 9.88888888888889,ntokens: 408,nnotes: 356,songname: the ORIGINAL SET OF KILLECRANKIE,title: the ORIGINAL SET OF KILLECRANKIE,pitchclassentropy: 2.5717838977066565,path: ./data/V/x/QmVxa43sLCjx9N9VoQgGmdHRDk3mYVJTvMtiStfUZYuphU.jsonmetadata: ./metadata/8/4862442.json,NO,NO,NO,NO
39,2860,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,isbestuniquearrangement: True,subsetdeduplicated: True,subsetrateddeduplicated: False,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,isbestarrangement: True,subsetrated: False,isoriginal: False,haspaywall: False,isbestpath: True,publisher: ,haslyrics: True,isuserpro: True,israted: False,complexity: 1,version: 3.01,genres: classical,ncomments: 0,groups: ,ntracks: 1,nratings: 0,nfavorites: 0,rating: 0.0,songlengthbars: 9,subtitle: ,tags: ,nannotations: 3,tracks: 0,songlengthbeats: 54,composername: ,grooveconsistency: 0.875,scaleconsistency: 1.0,artistname: Charles S. Brown,nviews: 5,songlength: 12960,songlengthseconds: 9.642857142725129,nlyrics: 1,notesperbar: 11.22222222222222,nnotes: 101,ntokens: 105,bestpath: /data2/zachary/musescore/data/V/a/QmVaawLK1hutbRfmPFvhSfNVL3iwXzFmKsAGhdFV9h6D5n.mscz,bestarrangement: /data2/zachary/musescore/data/V/a/QmVaawLK1hutbRfmPFvhSfNVL3iwXzFmKsAGhdFV9h6D5n.mscz,bestuniquearrangement: /data2/zachary/musescore/data/V/a/QmVaawLK1hutbRfmPFvhSfNVL3iwXzFmKsAGhdFV9h6D5n.mscz,songname: Beautiful faces are those that wear (Brown),title: Beautiful faces are those that wear (Brown) - Charles S. Brown,pitchclassentropy: 2.5198207505339307,path: ./data/V/a/QmVaawLK1hutbRfmPFvhSfNVL3iwXzFmKsAGhdFV9h6D5n.jsonmetadata: ./metadata/3/5798743.json,YES,YES,YES,YES
40,2191,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,isbestuniquearrangement: True,subsetdeduplicated: True,subsetrateddeduplicated: False,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,isbestarrangement: True,subsetrated: False,isoriginal: False,haspaywall: False,isbestpath: True,publisher: ,haslyrics: False,isuserpro: True,israted: False,complexity: 1,version: 3.01,genres: ,ncomments: 0,groups: ,ntracks: 1,nratings: 0,nfavorites: 0,rating: 0.0,songlengthbars: 28,subtitle: ,tags: ,nannotations: 6,tracks: 0,songlengthbeats: 52,composername: ,grooveconsistency: 0.9852430555555556,scaleconsistency: 1.0,artistname: Misc tunes,nviews: 1,songlength: 46080,songlengthseconds: 82.28583183272956,nlyrics: 0,notesperbar: 5.357142857142857,nnotes: 150,ntokens: 156,bestpath: /data2/zachary/musescore/data/f/P/QmfPRJSj84Jq2bLfZeTKLQWWT2PJZm6v95uWcoZH1p1QPT.mscz,bestarrangement: /data2/zachary/musescore/data/f/P/QmfPRJSj84Jq2bLfZeTKLQWWT2PJZm6v95uWcoZH1p1QPT.mscz,bestuniquearrangement: /data2/zachary/musescore/data/f/P/QmfPRJSj84Jq2bLfZeTKLQWWT2PJZm6v95uWcoZH1p1QPT.mscz,songname: Ballance a Straw. Ru2.027,title: Ballance a Straw. WCl.18,pitchclassentropy: 2.545392982554341,path: ./data/f/P/QmfPRJSj84Jq2bLfZeTKLQWWT2PJZm6v95uWcoZH1p1QPT.jsonmetadata: ./metadata/8/4932986.json,NO,NO,NO,NO
41,7096,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,isbestuniquearrangement: True,subsetdeduplicated: True,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,subsetrated: False,haspaywall: False,isoriginal: False,isbestarrangement: False,israted: False,isbestpath: False,publisher: ,rating: 0.0,nratings: 0,haslyrics: False,isuserpro: True,complexity: 1,version: 3.01,ncomments: 0,genres: classical,groups: ,nfavorites: 0,ntracks: 1,songlengthbars: 17,nannotations: 2,subtitle: ,tags: ,tracks: 0,songlengthbeats: 33,bestpath: /data2/zachary/musescore/data/a/b/QmabXgx6PdJWkSKdAUv3Mv9TamW5kCgnMFQxnsrfWejB8F.mscz,grooveconsistency: 0.9635416666666666,composername: Niel Gow,artistname: Niel Gow,songlength: 30960,scaleconsistency: 0.9658119658119658,nviews: 6,nlyrics: 0,songlengthseconds: 64.49999999672126,bestarrangement: /data2/zachary/musescore/data/a/b/QmabXgx6PdJWkSKdAUv3Mv9TamW5kCgnMFQxnsrfWejB8F.mscz,notesperbar: 6.882352941176471,nnotes: 117,ntokens: 119,bestuniquearrangement: /data2/zachary/musescore/data/U/y/QmUyTFRX81fwTZ8aNVfnHyJ4iyG2N5cty46mZqXvqszyqP.mscz,songname: Earl of Breadalbane,title: Niel Gow - Earl of Breadalbane,pitchclassentropy: 2.6386611092611054,path: ./data/U/y/QmUyTFRX81fwTZ8aNVfnHyJ4iyG2N5cty46mZqXvqszyqP.jsonmetadata: ./metadata/8/4703450.json,YES,YES,YES,YES
