,path,metadata,hasmetadata,version,isuserpro,isuserpublisher,isuserstaff,haspaywall,israted,isofficial,isoriginal,isdraft,hascustomaudio,hascustomvideo,ncomments,nfavorites,nviews,nratings,rating,license,licenseurl,genres,groups,tags,songname,title,subtitle,artistname,composername,publisher,complexity,ntracks,tracks,songlength,songlengthseconds,songlengthbars,songlengthbeats,nnotes,notesperbar,nannotations,hasannotations,nlyrics,haslyrics,ntokens,pitchclassentropy,scaleconsistency,grooveconsistency,bestpath,isbestpath,bestarrangement,isbestarrangement,bestuniquearrangement,isbestuniquearrangement,subsetall,subsetrated,subsetdeduplicated,subsetrateddeduplicated,manual_labels,gpt4o,llama3-8b,llama3-70b
1963,path: ./data/Y/S/QmYS5xh7QyoAqtp57CJEgbgQ7T4n14krv3brEvtuWvxh7C.json,metadata: ./metadata/5/4649612.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 2,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: ,groups: ,tags: ,songname: The French Assembly THO4.031,title: The French Assembly THO4.031,subtitle: ,artistname: Misc tunes,composername: ,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 34560,songlengthseconds: 30.85705469369965,songlengthbars: 48,songlengthbeats: 144,nnotes: 196,notesperbar: 4.083333333333333,nannotations: 4,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 200,pitchclassentropy: 2.64909394656603,scaleconsistency: 0.9897959183673468,grooveconsistency: 0.8622685185185185,bestpath: /data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,isbestuniquearrangement: False,subsetall: True,subsetrated: False,subsetdeduplicated: False,subsetrateddeduplicated: False,NO,NO,NO,NO
8243,path: ./data/S/T/QmSTkt7iPcwDUPhcwaYWRtbKe5ZmWiBpHEViQxf6ZQ8Zc6.json,metadata: ./metadata/1/5134307.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 4,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: ,groups: ,tags: ,songname: Orange And Blue. JMT065,title: Orange And Blue. JMT065,subtitle: ,artistname: Misc tunes,composername: ,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 30720,songlengthseconds: 102.39999999716692,songlengthbars: 36,songlengthbeats: 68,nnotes: 268,notesperbar: 7.444444444444445,nannotations: 3,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 271,pitchclassentropy: 2.6241966982908407,scaleconsistency: 1.0,grooveconsistency: 0.8619791666666666,bestpath: /data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,isbestuniquearrangement: False,subsetall: True,subsetrated: False,subsetdeduplicated: False,subsetrateddeduplicated: False,NO,NO,NO,NO
6590,path: ./data/e/1/Qme14S71ekncnE44BUxPqv7xF1Lb7LZQWrF7sWEJxyQDr7.json,metadata: ./metadata/6/4946650.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 3,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: folk,groups: ,tags: ,songname: My Darling Asleep,title: My Darling Asleep,subtitle: ,artistname: Misc Traditional,composername: ,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 57600,songlengthseconds: 29.9999999996,songlengthbars: 45,songlengthbeats: 241,nnotes: 227,notesperbar: 5.044444444444444,nannotations: 5,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 232,pitchclassentropy: 2.601245021655788,scaleconsistency: 1.0,grooveconsistency: 0.9777777777777776,bestpath: /data2/zachary/musescore/data/Z/R/QmZR31VGqapi4JXhV43EXk1UpaAndS6LWC92eYHSK3KvYG.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/a/P/QmaP14x6rrkVW3Wwb2aL4kBW99aJ4EiYQNkZcaSw7DQX2Z.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/a/P/QmaP14x6rrkVW3Wwb2aL4kBW99aJ4EiYQNkZcaSw7DQX2Z.mscz,isbestuniquearrangement: False,subsetall: True,subsetrated: False,subsetdeduplicated: False,subsetrateddeduplicated: False,NO,NO,NO,NO
8847,path: ./data/b/A/QmbAKntTKDG1jrTx7faUfTa6dKkSqjVfLqRww7pc3UKvXB.json,metadata: ./metadata/8/4976214.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 0,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: ,groups: ,tags: ,songname: The Duchess of Gordon's Strathspey. Roose.0359,title: The Duchess of Gordon's Strathspey. Roose.0359,subtitle: ,artistname: Misc tunes,composername: ,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 46080,songlengthseconds: 41.14291591739335,songlengthbars: 28,songlengthbeats: 100,nnotes: 188,notesperbar: 6.714285714285714,nannotations: 4,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 192,pitchclassentropy: 2.5827709998003487,scaleconsistency: 0.9574468085106383,grooveconsistency: 0.9409722222222222,bestpath: /data2/zachary/musescore/data/f/5/Qmf5QQhwvkXMmNtjG8ydfNRFq5yBDvhQbfQog3n3DEQ2kC.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/f/5/Qmf5QQhwvkXMmNtjG8ydfNRFq5yBDvhQbfQog3n3DEQ2kC.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/f/5/Qmf5QQhwvkXMmNtjG8ydfNRFq5yBDvhQbfQog3n3DEQ2kC.mscz,isbestuniquearrangement: False,subsetall: True,subsetrated: False,subsetdeduplicated: False,subsetrateddeduplicated: False,YES,YES,NO,YES
321,path: ./data/Y/e/QmYeZd8NFuYYAndeoNzMQnxHozn5JuRRXqd3ARS6ud4a5Y.json,metadata: ./metadata/5/4709009.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 2,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: ,groups: ,tags: ,songname: A Bright May Morning,title: A Bright Morning (air) 0426,subtitle: ,artistname: Misc tunes,composername: after Sg't. J. O'Neillmoderate,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 19200,songlengthseconds: 26.666666665970368,songlengthbars: 22,songlengthbeats: 42,nnotes: 109,notesperbar: 4.954545454545454,nannotations: 4,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 113,pitchclassentropy: 2.6532088525646205,scaleconsistency: 1.0,grooveconsistency: 0.8458333333333333,bestpath: /data2/zachary/musescore/data/Y/e/QmYeZd8NFuYYAndeoNzMQnxHozn5JuRRXqd3ARS6ud4a5Y.mscz,isbestpath: True,bestarrangement: /data2/zachary/musescore/data/Y/e/QmYeZd8NFuYYAndeoNzMQnxHozn5JuRRXqd3ARS6ud4a5Y.mscz,isbestarrangement: True,bestuniquearrangement: /data2/zachary/musescore/data/Y/e/QmYeZd8NFuYYAndeoNzMQnxHozn5JuRRXqd3ARS6ud4a5Y.mscz,isbestuniquearrangement: True,subsetall: True,subsetrated: False,subsetdeduplicated: True,subsetrateddeduplicated: False,YES,YES,YES,YES
2678,path: ./data/c/7/Qmc7ZJ6E34fbLo5tkcBnvLYeXnrHVfzRQk1KbhuHHZzPJ7.json,metadata: ./metadata/6/4978133.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 0,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: ,groups: ,tags: ,songname: Drumbshambles,title: Drumbshambles,subtitle: ,artistname: Misc tunes,composername: ,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 76800,songlengthseconds: 79.99999999793334,songlengthbars: 40,songlengthbeats: 160,nnotes: 314,notesperbar: 7.85,nannotations: 5,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 319,pitchclassentropy: 2.484848006502316,scaleconsistency: 1.0,grooveconsistency: 0.9625,bestpath: /data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,isbestuniquearrangement: False,subsetall: True,subsetrated: False,subsetdeduplicated: False,subsetrateddeduplicated: False,NO,NO,NO,NO
4625,path: ./data/P/i/QmPieMbwXxNAUCAxhvM5pg2J2ZVdn49pezjb2ZhNuVEMWr.json,metadata: ./metadata/1/5043652.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 7,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: ,groups: ,tags: ,songname: The Jockey At The Fair,title: The Jockey at the Fair,subtitle: ,artistname: Misc tunes,composername: file ID: onmi.misc/034jockey,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 74880,songlengthseconds: 38.99999999948,songlengthbars: 57,songlengthbeats: 313,nnotes: 242,notesperbar: 4.245614035087719,nannotations: 7,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 249,pitchclassentropy: 2.8142847443312906,scaleconsistency: 0.975206611570248,grooveconsistency: 0.9241452991452992,bestpath: /data2/zachary/musescore/data/c/o/QmcoHVE1SwNJTx3RS7dhmpPWJwJB54LPmdCZkANptsNNqf.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/c/o/QmcoHVE1SwNJTx3RS7dhmpPWJwJB54LPmdCZkANptsNNqf.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/P/i/QmPieMbwXxNAUCAxhvM5pg2J2ZVdn49pezjb2ZhNuVEMWr.mscz,isbestuniquearrangement: True,subsetall: True,subsetrated: False,subsetdeduplicated: True,subsetrateddeduplicated: False,NO,NO,YES,NO
4949,path: ./data/V/S/QmVSet5h7iiJuxHWjubq6QFncTWaKc5Dmfnqqp8q5d4PTg.json,metadata: ./metadata/2/5763910.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 8,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: classical,groups: ,tags: ,songname: Io ti lascio stolto mondo,title: Io ti lascio stolto mondo - Giovanni Animuccia,subtitle: ,artistname: Giovanni Animuccia,composername: Giovanni Animuccia,publisher: ,complexity: 0,ntracks: 3,tracks: 0-0-0,songlength: 53760,songlengthseconds: 69.99999999817709,songlengthbars: 28,songlengthbeats: 112,nnotes: 192,notesperbar: 6.857142857142857,nannotations: 22,hasannotations: True,nlyrics: 192,haslyrics: True,ntokens: 406,pitchclassentropy: 2.7687829745834924,scaleconsistency: 0.9578947368421052,grooveconsistency: 0.9702380952380952,bestpath: /data2/zachary/musescore/data/c/8/Qmc8VYyhafaxsofj4AET5eZ8eE35e5XGLf1bLf11t4vJX5.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/U/G/QmUGqqStzSApATcn9qs8iVjbWDhapZ8cgZkvTe92JWRexE.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/V/S/QmVSet5h7iiJuxHWjubq6QFncTWaKc5Dmfnqqp8q5d4PTg.mscz,isbestuniquearrangement: True,subsetall: True,subsetrated: False,subsetdeduplicated: True,subsetrateddeduplicated: False,YES,YES,YES,YES
8328,path: ./data/U/d/QmUdNcahi1JbQsMvZtAhBLyWxFJU76DXcbstD7MhvdV8kp.json,metadata: ./metadata/8/4546575.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 3,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: ,groups: ,tags: ,songname: The Rose. Ru2.014,title: The Rose. Ru2.014,subtitle: ,artistname: Misc tunes,composername: ,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 34560,songlengthseconds: 13.09090909073752,songlengthbars: 24,songlengthbeats: 144,nnotes: 136,notesperbar: 5.666666666666667,nannotations: 1,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 137,pitchclassentropy: 2.7019642076174293,scaleconsistency: 0.9926470588235294,grooveconsistency: 0.9722222222222222,bestpath: /data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,isbestuniquearrangement: False,subsetall: True,subsetrated: False,subsetdeduplicated: False,subsetrateddeduplicated: False,NO,NO,NO,NO
3337,path: ./data/d/6/Qmd6uLtTrRojuSZ9U36SJmQDmWZtWmQPZKM9TQeqJguGAy.json,metadata: ./metadata/3/4864380.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 3,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: ,groups: ,tags: ,songname: January Thaw,title: January Thaw,subtitle: ,artistname: Misc tunes,composername: ,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 57600,songlengthseconds: 29.9999999996,songlengthbars: 40,songlengthbeats: 240,nnotes: 222,notesperbar: 5.55,nannotations: 3,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 225,pitchclassentropy: 2.75767351322804,scaleconsistency: 0.963963963963964,grooveconsistency: 0.9722222222222222,bestpath: /data2/zachary/musescore/data/c/L/QmcLBFDQTCvv82MPCpj3JNApyELcEVRi5bLfQhg4thek2z.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/c/L/QmcLBFDQTCvv82MPCpj3JNApyELcEVRi5bLfQhg4thek2z.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/b/e/QmbepuERgL1U8Z879TLEmAkDdCWmjN7e2RRqQutLxdRmNm.mscz,isbestuniquearrangement: False,subsetall: True,subsetrated: False,subsetdeduplicated: False,subsetrateddeduplicated: False,NO,NO,NO,NO
5589,path: ./data/P/8/QmP8AK5iCPYgkMCByVWVRjwuUBHvwJZCVMs2SMdiqh6DhR.json,metadata: ./metadata/9/4703178.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 0,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: ,groups: ,tags: ,songname: The Zeak Waltz,title: The Zeak Waltz,subtitle: ,artistname: Misc tunes,composername: ,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 12000,songlengthseconds: 12.499999999677083,songlengthbars: 8,songlengthbeats: 26,nnotes: 34,notesperbar: 4.25,nannotations: 3,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 37,pitchclassentropy: 2.3071885761626683,scaleconsistency: 1.0,grooveconsistency: 0.8958333333333334,bestpath: /data2/zachary/musescore/data/Q/w/QmQwW8CR2dPmhRsx7MtLP8gu5nm8Dwkqm1i9nvKgFa417p.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/Q/w/QmQwW8CR2dPmhRsx7MtLP8gu5nm8Dwkqm1i9nvKgFa417p.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/Q/w/QmQwW8CR2dPmhRsx7MtLP8gu5nm8Dwkqm1i9nvKgFa417p.mscz,isbestuniquearrangement: False,subsetall: True,subsetrated: False,subsetdeduplicated: False,subsetrateddeduplicated: False,NO,NO,NO,NO
251,path: ./data/W/w/QmWwc4iN8Jm6pi9W1RrKpeYSkKEhJEmLyUo47T4U2QhWvq.json,metadata: ./metadata/7/4894127.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 4,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: folk,groups: ,tags: ,songname: Ty fy Nhad - My Fathers House,title: Traditional music - Ty fy Nhad - My Fathers House,subtitle: ,artistname: Misc Traditional,composername: Trad.,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 28800,songlengthseconds: 51.42842448885656,songlengthbars: 21,songlengthbeats: 61,nnotes: 71,notesperbar: 3.380952380952381,nannotations: 2,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 73,pitchclassentropy: 2.754203461298092,scaleconsistency: 1.0,grooveconsistency: 0.9208333333333334,bestpath: /data2/zachary/musescore/data/X/W/QmXW9uupjVGSm39kjS4yHMdavMzT6LtcdF5hwHsSEdSXue.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/X/W/QmXW9uupjVGSm39kjS4yHMdavMzT6LtcdF5hwHsSEdSXue.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/X/W/QmXW9uupjVGSm39kjS4yHMdavMzT6LtcdF5hwHsSEdSXue.mscz,isbestuniquearrangement: False,subsetall: True,subsetrated: False,subsetdeduplicated: False,subsetrateddeduplicated: False,NO,NO,YES,NO
3973,path: ./data/V/x/QmVxa43sLCjx9N9VoQgGmdHRDk3mYVJTvMtiStfUZYuphU.json,metadata: ./metadata/8/4862442.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 2,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: ,groups: ,tags: ,songname: the ORIGINAL SET OF KILLECRANKIE,title: the ORIGINAL SET OF KILLECRANKIE,subtitle: ,artistname: Misc tunes,composername: ,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 60720,songlengthseconds: 63.24999999836604,songlengthbars: 36,songlengthbeats: 132,nnotes: 356,notesperbar: 9.88888888888889,nannotations: 52,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 408,pitchclassentropy: 2.5717838977066565,scaleconsistency: 1.0,grooveconsistency: 0.8783602150537635,bestpath: /data2/zachary/musescore/data/U/j/QmUjiJmYmpBfQWhrJH4fqnQLo1kZUtewLyzjGVyWXXU2pz.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/U/j/QmUjiJmYmpBfQWhrJH4fqnQLo1kZUtewLyzjGVyWXXU2pz.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/U/j/QmUjiJmYmpBfQWhrJH4fqnQLo1kZUtewLyzjGVyWXXU2pz.mscz,isbestuniquearrangement: False,subsetall: True,subsetrated: False,subsetdeduplicated: False,subsetrateddeduplicated: False,NO,NO,NO,NO
6630,path: ./data/V/a/QmVaawLK1hutbRfmPFvhSfNVL3iwXzFmKsAGhdFV9h6D5n.json,metadata: ./metadata/3/5798743.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 5,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: classical,groups: ,tags: ,songname: Beautiful faces are those that wear (Brown),title: Beautiful faces are those that wear (Brown) - Charles S. Brown,subtitle: ,artistname: Charles S. Brown,composername: ,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 12960,songlengthseconds: 9.642857142725129,songlengthbars: 9,songlengthbeats: 54,nnotes: 101,notesperbar: 11.22222222222222,nannotations: 3,hasannotations: True,nlyrics: 1,haslyrics: True,ntokens: 105,pitchclassentropy: 2.5198207505339307,scaleconsistency: 1.0,grooveconsistency: 0.875,bestpath: /data2/zachary/musescore/data/V/a/QmVaawLK1hutbRfmPFvhSfNVL3iwXzFmKsAGhdFV9h6D5n.mscz,isbestpath: True,bestarrangement: /data2/zachary/musescore/data/V/a/QmVaawLK1hutbRfmPFvhSfNVL3iwXzFmKsAGhdFV9h6D5n.mscz,isbestarrangement: True,bestuniquearrangement: /data2/zachary/musescore/data/V/a/QmVaawLK1hutbRfmPFvhSfNVL3iwXzFmKsAGhdFV9h6D5n.mscz,isbestuniquearrangement: True,subsetall: True,subsetrated: False,subsetdeduplicated: True,subsetrateddeduplicated: False,YES,YES,YES,YES
5547,path: ./data/f/P/QmfPRJSj84Jq2bLfZeTKLQWWT2PJZm6v95uWcoZH1p1QPT.json,metadata: ./metadata/8/4932986.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 1,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: ,groups: ,tags: ,songname: Ballance a Straw. Ru2.027,title: Ballance a Straw. WCl.18,subtitle: ,artistname: Misc tunes,composername: ,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 46080,songlengthseconds: 82.28583183272956,songlengthbars: 28,songlengthbeats: 52,nnotes: 150,notesperbar: 5.357142857142857,nannotations: 6,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 156,pitchclassentropy: 2.545392982554341,scaleconsistency: 1.0,grooveconsistency: 0.9852430555555556,bestpath: /data2/zachary/musescore/data/f/P/QmfPRJSj84Jq2bLfZeTKLQWWT2PJZm6v95uWcoZH1p1QPT.mscz,isbestpath: True,bestarrangement: /data2/zachary/musescore/data/f/P/QmfPRJSj84Jq2bLfZeTKLQWWT2PJZm6v95uWcoZH1p1QPT.mscz,isbestarrangement: True,bestuniquearrangement: /data2/zachary/musescore/data/f/P/QmfPRJSj84Jq2bLfZeTKLQWWT2PJZm6v95uWcoZH1p1QPT.mscz,isbestuniquearrangement: True,subsetall: True,subsetrated: False,subsetdeduplicated: True,subsetrateddeduplicated: False,NO,NO,NO,NO
35,path: ./data/U/y/QmUyTFRX81fwTZ8aNVfnHyJ4iyG2N5cty46mZqXvqszyqP.json,metadata: ./metadata/8/4703450.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 6,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: classical,groups: ,tags: ,songname: Earl of Breadalbane,title: Niel Gow - Earl of Breadalbane,subtitle: ,artistname: Niel Gow,composername: Niel Gow,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 30960,songlengthseconds: 64.49999999672126,songlengthbars: 17,songlengthbeats: 33,nnotes: 117,notesperbar: 6.882352941176471,nannotations: 2,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 119,pitchclassentropy: 2.6386611092611054,scaleconsistency: 0.9658119658119658,grooveconsistency: 0.9635416666666666,bestpath: /data2/zachary/musescore/data/a/b/QmabXgx6PdJWkSKdAUv3Mv9TamW5kCgnMFQxnsrfWejB8F.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/a/b/QmabXgx6PdJWkSKdAUv3Mv9TamW5kCgnMFQxnsrfWejB8F.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/U/y/QmUyTFRX81fwTZ8aNVfnHyJ4iyG2N5cty46mZqXvqszyqP.mscz,isbestuniquearrangement: True,subsetall: True,subsetrated: False,subsetdeduplicated: True,subsetrateddeduplicated: False,YES,YES,YES,YES
